ATO UC Code,Urban Center,Indicator code,Indicator name,Indicator source,Units,Header,Year,Value
COL-1,Bogota,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2021,7412566
COL-1,Bogota,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2022,7412566
FRA-1,Paris,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2018,2176588
FRA-1,Paris,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,2204773
FRA-1,Paris,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,2192485
FRA-1,Paris,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2021,2131104
DEU-1,Berlin,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2018,3613000
DEU-1,Berlin,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,3645000
DEU-1,Berlin,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2022,3645000
ITA-1,Milan,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2017,1380873
ITA-1,Milan,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,1404431
ITA-1,Milan,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,1392502
ITA-1,Milan,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2021,1386285
NLD-1,Amsterdam,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,862987
NLD-1,Amsterdam,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,872380
NGA-1,Lagos,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,21000000
PRT-1,Lisbon,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2018,507220
PRT-1,Lisbon,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,509515
PRT-1,Lisbon,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,509515
ZAF-1,Johannesburg,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2016,4949347
ESP-2,Madrid,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2016,3165541
ESP-2,Madrid,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2017,3182981
ESP-2,Madrid,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2018,3221824
ESP-2,Madrid,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,3266126
ESP-2,Madrid,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,3334730
TUR-1,Istanbul,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,15519267
TUR-1,Istanbul,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,15462452
TUR-1,Istanbul,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2021,15840900
TUR-1,Istanbul,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2022,15907951
ARE-1,Dubai,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2016,2689600
ARE-1,Dubai,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,3355900
ARE-1,Dubai,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2022,3600000
GBR-1,London,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2018,8908081
GBR-1,London,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,8961989
GBR-1,London,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,9002488
GBR-1,London,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2021,8796628
USA-5,Los Angeles,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2016,3884340
USA-5,Los Angeles,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2017,4021488
USA-5,Los Angeles,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2018,3990456
USA-5,Los Angeles,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,3979576
USA-5,Los Angeles,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,3898474
USA-7,New York,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2016,8468954
USA-7,New York,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2017,8437695
USA-7,New York,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2018,8396614
USA-7,New York,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2019,8342925
USA-7,New York,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2020,8772978
USA-7,New York,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2021,8467513
USA-7,New York,SEC-UDB-001,Population,"(7) C40; GHG Interactive Dashboard Data. 2024. London, UK: C40 Cities Climate Leadership Group.",Number,Series,2022,8335897
AUS-3,Melbourne,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,5078193
AUS-5,Sydney,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,5312163
CHN-6,Beijing,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,19433000
CHN-64,Shenzhen,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,15929000
HKG-1,Hong Kong,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,7347000
IND-13,Bengaluru,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,13707000
IND-24,Delhi [New Delhi],SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,29617000
IDN-11,Jakarta,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,34540000
JPN-16,Tokyo,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,37977000
NZL-1,Auckland,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,1657000
KOR-8,Seoul,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,21794000
RUS-9,Moscow,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,11920000
SGP-1,Singapore,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,5745000
TWN-2,Kaohsiung,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,2773533
TWN-3,New Taipei [Taipei],SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,4015000
ARG-1,Buenos Aires,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,3090000
CAN-1,Toronto,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,2930000
EGY-2,Cairo,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,19372000
FRA-1,Paris,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,2161000
DEU-1,Berlin,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,3644826
ITA-1,Milan,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,1352000
MEX-2,Mexico City,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,8855000
NLD-1,Amsterdam,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,1031000
PRT-1,Lisbon,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,506654
ZAF-1,Johannesburg,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,4434827
ESP-2,Madrid,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,3223000
TUR-1,Istanbul,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,15030000
ARE-1,Dubai,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,2502715
GBR-1,London,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,9304000
USA-5,Los Angeles,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,3928864
USA-7,New York,SEC-UDB-001,Population,(8) REN21 (2021). Renewables in Cities 2021 Global Status Report (REC 2021).,Number,Series,2020,8491079
AUS-3,Melbourne,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,3719405
AUS-5,Sydney,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,4188586
BGD-4,Chattogram,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,4214993
HKG-1,Hong Kong,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,5431548
IND-13,Bengaluru,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,11000000
IND-20,Chandigarh,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1875184
IND-21,Chennai,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,10100000
IND-24,Delhi [New Delhi],SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,27600000
IND-52,Kolkata,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,25600000
IND-67,Mumbai,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,21500000
IDN-11,Jakarta,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,949859.4
IRN-12,Tehran,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,348248.3
JPN-1,Fukuoka,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,2282898
JPN-11,Osaka [Kyoto],SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,16500000
JPN-12,Sapporo,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1879140
JPN-16,Tokyo,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,35000000
KAZ-1,Almaty,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1727329
MYS-5,Kuala Lumpur,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,7057178
MMR-2,Yangon,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,6186051
NZL-1,Auckland,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1136870
PAK-7,Lahore,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,749215.1
PHL-7,Metro Manila,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,755112.9
RUS-9,Moscow,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,370271
RUS-14,Saint Petersburg,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,4705686
SGP-1,Singapore,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1780030
LKA-1,Colombo,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,4820501
TWN-2,Kaohsiung,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,2421426
TWN-3,New Taipei [Taipei],SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,625068.5
THA-1,Bangkok,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1576830
ARG-1,Buenos Aires,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,14800000
BRA-3,São Paulo,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,20200000
CAN-1,Toronto,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,466499.1
COL-1,Bogota,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,8996169
EGY-2,Cairo,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,28400000
FRA-1,Paris,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,10500000
DEU-1,Berlin,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,3404562
IRQ-1,Baghdad,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,4441667
ITA-1,Milan,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,844197
MEX-2,Mexico City,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,19100000
NLD-1,Amsterdam,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1253109
NGA-1,Lagos,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,12600000
PRT-1,Lisbon,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1763846
SAU-1,Riyadh,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,3293171
ZAF-1,Johannesburg,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,9325536
ESP-2,Madrid,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,5389518
TUR-1,Istanbul,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,650892
ARE-1,Dubai,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,1584130
GBR-1,London,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,380573.6
USA-5,Los Angeles,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,2350899
USA-7,New York,SEC-UDB-001,Population,"(9) Prottoy et al., 2023",Number,Series,2020,15300000
AUS-3,Melbourne,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,5200000
AUS-5,Sydney,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,5400000
JPN-16,Tokyo,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,36300000
KOR-8,Seoul,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,24400000
SGP-1,Singapore,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,5900000
CAN-1,Toronto,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,6800000
FRA-1,Paris,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,13200000
NLD-1,Amsterdam,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,3000000
ESP-2,Madrid,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,7100000
GBR-1,London,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,12800000
USA-5,Los Angeles,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,12900000
USA-7,New York,SEC-UDB-001,Population,"(10) Oxford Economics, 2024",Number,Series,2024,20500000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,Number,[1],2016,4541000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,Number,[1],2017,4654000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,Number,[1],2018,4771000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,Number,[1],2019,4870000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,Number,[1],2020,4968000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,Number,[1],2021,5061000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,Number,[1],2022,5151000
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,None,Document [1],-,Online Web
AUS-3,Melbourne,SEC-UDB-001,Population,(N) Non-aggregated sources,None,Source [1],-,Macrotrends
